Cell,Parent,LineageName,Birth,Death,Type,Description,,
Mvl,Mv,Mvl,1280,,,,,
Z4p,Z4,Z4p,1310,,,,,
Mdl,Md,Mdl,1310,,,,,
Mdr,Md,Mdr,1310,,,,,
Z4a,Z4,Z4a,1310,,,,,
hyp7,P2,P2p,1310,,hypoderm,Postembryonic large hypodermal syncytium.,,
P2a,P2,P2a,1310,,,,,
PVWL,TLpp,TLppa,1340,,neuron,"Interneuron, posterior ventral cord, few synapses.",,
TLppp,TLpp,TLppp,1340,,,,,
PVWR,TRpp,TRppa,1340,,neuron,"Interneuron, posterior ventral cord, few synapses.",,
P6p,P6,P6p,1340,,,,,
P6a,P6,P6a,1340,,,,,
P5p,P5,P5p,1340,,,,,
P5a,P5,P5a,1340,,,,,
ADEsoL,H2La,H2Laa,1340,,socket,Anterior deirid socket.,,
hyp7,H2La,H2Lap,1340,,hypoderm,Postembryonic large hypodermal syncytium.,,
ADEsoR,H2Ra,H2Raa,1340,,socket,Anterior deirid socket.,,
TRppp,TRpp,TRppp,1340,,,,,
hyp7,H2Ra,H2Rap,1340,,hypoderm,Postembryonic large hypodermal syncytium.,,
P4p,P4,P4p,1346,,,,,
PHso1L,TLpa,TLpaa,1346,,socket,Phasmid socket cell.,,
P4a,P4,P4a,1346,,,,,
P3p,P3,P3p,1346,,,,,
P3a,P3,P3a,1346,,,,,
PHso2L,TLpa,TLpap,1346,,socket,Phasmid socket cell.,,
Waa,Wa,Waa,1346,,,,,
PHso2R,TRpa,TRpap,1346,,socket,Phasmid socket cell.,,
PHso1R,TRpa,TRpaa,1346,,socket,Phasmid socket cell.,,
Wap,Wa,Wap,1346,1460,,,,
VA1,Wp,Wpa,1346,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VD1,Wp,Wpp,1346,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P1ap,P1a,P1ap,1370,,,,,
P1aa,P1a,P1aa,1370,,,,,
hyp7,P10,P10p,1370,,hypoderm,Postembryonic large hypodermal syncytium.,,
P8p,P8,P8p,1370,,,,,
P7a,P7,P7a,1370,,,,,
P7p,P7,P7p,1370,,,,,
hyp7,P9,P9p,1370,,hypoderm,Postembryonic large hypodermal syncytium.,,
P10a,P10,P10a,1370,,,,,
P8a,P8,P8a,1370,,,,,
P9a,P9,P9a,1370,,,,,
Mvra,Mvr,Mvra,1400,,,,,
Mvrp,Mvr,Mvrp,1400,,,,,
Mvlp,Mvl,Mvlp,1400,,,,,
P2aa,P2a,P2aa,1400,,,,,
P2ap,P2a,P2ap,1400,,,,,
Mvla,Mvl,Mvla,1400,,,,,
Z1pa,Z1p,Z1pa,1430,,,,,
Z1ap,Z1a,Z1ap,1430,,,,,
P6aa,P6a,P6aa,1430,,,,,
P3aa,P3a,P3aa,1430,,,,,
P3ap,P3a,P3ap,1430,,,,,
P6ap,P6a,P6ap,1430,,,,,
P4aa,P4a,P4aa,1430,,,,,
P4ap,P4a,P4ap,1430,,,,,
P5aa,P5a,P5aa,1430,,,,,
P5ap,P5a,P5ap,1430,,,,,
Z1pp,Z1p,Z1pp,1430,,,,,
gon herm dtc a,Z1a,Z1aa,1430,,repro,"Anterior distal tip cell, inhibits meiosis in neighboring germ cells, lead gonad during morphogenesis.",,
hyp7,P11,P11p,1430,,hypoderm,Postembryonic large hypodermal syncytium.,,
P11a,P11,P11a,1430,,,,,
Mdrp,Mdr,Mdrp,1430,,,,,
Mdra,Mdr,Mdra,1430,,,,,
Mdlp,Mdl,Mdlp,1430,,,,,
P12a,P12,P12a,1430,,,,,
Mdla,Mdl,Mdla,1430,,,,,
P12p,P12,P12p,1430,,,,,
TLpppp,TLppp,TLpppp,1460,1520,,,,
TLpppa,TLppp,TLpppa,1460,,,,,
TRpppa,TRppp,TRpppa,1460,,,,,
TRpppp,TRppp,TRpppp,1460,1520,,,,
gon herm dtc B,Z4p,Z4pp,1460,,repro,"Posterior distal tip cell, inhibits meiosis in neighboring germ cells, leads gonad during morphogenesis.",,
Z4pa,Z4p,Z4pa,1460,,,,,
Z4ap,Z4a,Z4ap,1460,,,,,
Z4aa,Z4a,Z4aa,1460,,,,,
P1aaa,P1aa,P1aaa,1460,,,,,
P1aap,P1aa,P1aap,1460,1520,,,,
AVFR,Waa,Waaa,1490,,neuron,A stochastic differentiation between AVFL and AVFR,,
P7aa,P7a,P7aa,1490,,,,,
RMHL,G1,G1l,1490,,neuron,Ring motoneuron/interneuron.,,
P9ap,P9a,P9ap,1490,,,,,
VB2,Waa,Waap,1490,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
RMHR,G1,G1r,1490,,neuron,Ring motoneuron/interneuron.,,
P10ap,P10a,P10ap,1490,,,,,
P9aa,P9a,P9aa,1490,,,,,
P8ap,P8a,P8ap,1490,,,,,
VD2,P1ap,P1app,1490,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P7ap,P7a,P7ap,1490,,,,,
P2aaa,P2aa,P2aaa,1490,,,,,
P8aa,P8a,P8aa,1490,,,,,
P10aa,P10a,P10aa,1490,,,,,
AS1,P1ap,P1apa,1490,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receives additional synaptic input from AVB.",,
P2aap,P2aa,P2aap,1490,1550,,,,
PLNL,TLpppa,TLpppap,1520,,neuron,"Interneuron, associated with PLM, sends process into tail spike.",,
VC3,P5aa,P5aap,1520,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
AS5,P5ap,P5apa,1520,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
VD6,P5ap,P5app,1520,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
PHCL,TLpppa,TLpppaa,1520,,neuron,"Neuron, striated rootlet in male, sends process into tail spike.",,
P6aaa,P6aa,P6aaa,1520,,,,,
VC4,P6aa,P6aap,1520,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
mu bod,Mvra,Mvraa,1520,,muscle,Postembryonic body wall muscle.,,
mu bod,Mvra,Mvrap,1520,,muscle,Postembryonic body wall muscle.,,
Mvrpa,Mvrp,Mvrpa,1520,,,,,
VD7,P6ap,P6app,1520,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
AS6,P6ap,P6apa,1520,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
P5aaa,P5aa,P5aaa,1520,,,,,
mu bod,Mvrp,Mvrpp,1520,,muscle,Postembryonic body wall muscle.,,
mu bod,Mvlp,Mvlpp,1520,,muscle,Postembryonic body wall muscle.,,
mu bod,Mvla,Mvlap,1520,,muscle,Postembryonic body wall muscle.,,
Mvlpa,Mvlp,Mvlpa,1520,,,,,
P12ap,P12a,P12ap,1520,,,,,
rect hyp,K,Ka,1520,,hypoderm,"Rectal hypodermis, underlies cuticle.",,
DVB,K,Kp,1520,,neuron,"Ring interneuron, cell body in dorso-rectal ganglion, innervates rectal muscles.",,
AS2,P2ap,P2apa,1520,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
VD3,P2ap,P2app,1520,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P12aa,P12a,P12aa,1520,,,,,
P3aaa,P3aa,P3aaa,1520,,,,,
P11aa,P11a,P11aa,1520,,,,,
AS3,P3ap,P3apa,1520,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
VD4,P3ap,P3app,1520,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P11ap,P11a,P11ap,1520,,,,,
VC1,P3aa,P3aap,1520,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
PHCR,TRpppa,TRpppaa,1520,,neuron,"Neuron, striated rootlet in male, sends process into tail spike.",,
mu bod,Mvla,Mvlaa,1520,,muscle,Postembryonic body wall muscle.,,
P4aaa,P4aa,P4aaa,1520,,,,,
VD5,P4ap,P4app,1520,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
AS4,P4ap,P4apa,1520,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
PLNR,TRpppa,TRpppap,1520,,neuron,"Interneuron, associated with PLM, sends process into tail spike.",,
VC2,P4aa,P4aap,1520,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
VD10,P9ap,P9app,1550,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P7aaa,P7aa,P7aaa,1550,,,,,
VC5,P7aa,P7aap,1550,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
AS7,P7ap,P7apa,1550,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
VD8,P7ap,P7app,1550,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
VD11,P10ap,P10app,1550,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P8aaa,P8aa,P8aaa,1550,,,,,
VC6,P8aa,P8aap,1550,,neuron,"Hermaphrodite specific ventral cord motoneuron, innervates vulval muscles and ventral body muscles",,
AS10,P10ap,P10apa,1550,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
AS8,P8ap,P8apa,1550,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
VD9,P8ap,P8app,1550,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P10aap,P10aa,P10aap,1550,1580,,,,
P9aaa,P9aa,P9aaa,1550,,,,,
P9aap,P9aa,P9aap,1550,1580,,,,
AS9,P9ap,P9apa,1550,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
P10aaa,P10aa,P10aaa,1550,,,,,
mu bod,Mdra,Mdrap,1580,,muscle,Postembryonic body wall muscle.,,
mu bod,Mdla,Mdlap,1580,,muscle,Postembryonic body wall muscle.,,
mu bod,Mdra,Mdraa,1580,,muscle,Postembryonic body wall muscle.,,
mu bod,Mdla,Mdlaa,1580,,muscle,Postembryonic body wall muscle.,,
hyp12,P12p,P12pa,1580,,hypoderm,Preanal hypodermis.,,
P12pp,P12p,P12pp,1580,1640,,,,
P12aap,P12aa,P12aap,1580,1640,,,,
VB1,P1aaa,P1aaap,1580,,neuron,"Ventral cord motoneuron, innervate ventral body muscles (VB1 receives additional synaptic input in the ring).",,
VA2,P2aaa,P2aaaa,1580,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB3,P2aaa,P2aaap,1580,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VD13,P12ap,P12app,1580,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
AS11,P11ap,P11apa,1580,,neuron,"Ventral cord motoneuron, innervates dorsal muscles, no ventral counterpart, probably cholinergic, similar to VAn but receive additional synaptic input from AVB.",,
P12aaa,P12aa,P12aaa,1580,,,,,
P11aap,P11aa,P11aap,1580,1610,,,,
AVFL,P1aaa,P1aaaa,1580,,neuron,A stochastic differentiation between AVFL and AVFR,,
PDB,P12ap,P12apa,1580,,neuron,"Interneuron/motoneuron, posterior ventral cord.",,
VD12,P11ap,P11app,1580,,neuron,"Ventral cord motoneuron, innervates ventral body muscles, probably reciprocal inhibitors, contains GABA.",,
P11aaa,P11aa,P11aaa,1580,,,,,
VA5,P5aaa,P5aaaa,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB7,P6aaa,P6aaap,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA6,P6aaa,P6aaaa,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB6,P5aaa,P5aaap,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB5,P4aaa,P4aaap,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA4,P4aaa,P4aaaa,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA3,P3aaa,P3aaaa,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB4,P3aaa,P3aaap,1610,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB10,P9aaa,P9aaap,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA7,P7aaa,P7aaaa,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB8,P7aaa,P7aaap,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB11,P10aaa,P10aaap,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VB9,P8aaa,P8aaap,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA8,P8aaa,P8aaaa,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA10,P10aaa,P10aaaa,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
cc herm DL,Mdlp,Mdlpa,1640,,coelomocyte,One of a pair of postembryonic coelomocytes in hermaphrodite.,,
mu bod,Mdrp,Mdrpp,1640,,muscle,Postembryonic body wall muscle.,,
cc herm DR,Mdrp,Mdrpa,1640,,coelomocyte,One of a pair of postembryonic coelomocytes in hermaphrodite.,,
mu bod,Mdlp,Mdlpp,1640,,muscle,Postembryonic body wall muscle.,,
VA9,P9aaa,P9aaaa,1640,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
mu bod,Mvrpa,Mvrpap,1670,,muscle,Postembryonic body wall muscle.,,
mu bod,Mvlpa,Mvlpap,1670,,muscle,Postembryonic body wall muscle.,,
Mvrpaa,Mvrpa,Mvrpaa,1670,,,,,
Mvlpaa,Mvlpa,Mvlpaa,1670,,,,,
P11aaap,P11aaa,P11aaap,1730,1790,,,,
VA11,P11aaa,P11aaaa,1730,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
VA12,P12aaa,P12aaaa,1730,,neuron,"Ventral cord motoneuron, innervate ventral body muscles.",,
P12aaap,P12aaa,P12aaap,1730,1790,,,,
V2Lpp,V2Lp,V2Lpp,1760,,,,,
V1Lpa,V1Lp,V1Lpa,1760,,,,,
V3Rpa,V3Rp,V3Rpa,1760,,,,,
H2Lpp,H2Lp,H2Lpp,1760,,,,,
V5Lpa,V5Lp,V5Lpa,1760,,,,,
V4Rpa,V4Rp,V4Rpa,1760,,,,,
V2Rpa,V2Rp,V2Rpa,1760,,,,,
V5Rpp,V5Rp,V5Rpp,1760,,,,,
V4Rpp,V4Rp,V4Rpp,1760,,,,,
hyp7,H2Rp,H2Rpa,1760,,hypoderm,Postembryonic large hypodermal syncytium.,,
H2Rpp,H2Rp,H2Rpp,1760,,,,,
V3Rpp,V3Rp,V3Rpp,1760,,,,,
V4Lpp,V4Lp,V4Lpp,1760,,,,,
V1Lpp,V1Lp,V1Lpp,1760,,,,,
V2Rpp,V2Rp,V2Rpp,1760,,,,,
V5Lpp,V5Lp,V5Lpp,1760,,,,,
V3Lpa,V3Lp,V3Lpa,1760,,,,,
V3Lpp,V3Lp,V3Lpp,1760,,,,,
V5Rpa,V5Rp,V5Rpa,1760,,,,,
hyp7,H2Lp,H2Lpa,1760,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Rpa,V1Rp,V1Rpa,1760,,,,,
V1Rpp,V1Rp,V1Rpp,1760,,,,,
V4Lpa,V4Lp,V4Lpa,1760,,,,,
V2Lpa,V2Lp,V2Lpa,1760,,,,,
H1Rap,H1Ra,H1Rap,1772,,,,,
se,H1La,H1Laa,1772,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
se,H1Ra,H1Raa,1772,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
H1Lap,H1La,H1Lap,1772,,,,,
V6Rpp,V6Rp,V6Rpp,1808,,,,,
V6Lpp,V6Lp,V6Lpp,1808,,,,,
V6Lpa,V6Lp,V6Lpa,1808,,,,,
V6Rpa,V6Rp,V6Rpa,1808,,,,,
Z4app,Z4ap,Z4app,1820,,,,,
V3Lpap,V3Lpa,V3Lpap,1820,,,,,
hyp7,V2Lpa,V2Lpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm anch,Z1pp,Z1ppp,1820,,repro,"Anchor cell, induces vulva; part of alternative lineage 5R; see Appendix 3 in the C. elegans book for the other alternative lineage 5L.",,
V1Rppp,V1Rpp,V1Rppp,1820,,,,,
hyp7,V1Lpa,V1Lpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z1pap,Z1pa,Z1pap,1820,,,,,
Z4aaa,Z4aa,Z4aaa,1820,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
V1Lpap,V1Lpa,V1Lpap,1820,,,,,
V4Lppp,V4Lpp,V4Lppp,1820,,,,,
hyp7,V4Lpp,V4Lppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V1Lpp,V1Lppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Lppp,V1Lpp,V1Lppp,1820,,,,,
V1Rpap,V1Rpa,V1Rpap,1820,,,,,
V4Lpap,V4Lpa,V4Lpap,1820,,,,,
hyp7,V4Lpa,V4Lpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V1Rpp,V1Rppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
V2Lpap,V2Lpa,V2Lpap,1820,,,,,
hyp7,V5Rpp,V5Rppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V1Rpa,V1Rpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V2Rpp,V2Rppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Lpap,V5Lpa,V5Lpap,1820,,,,,
Z1ppa,Z1pp,Z1ppa,1820,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4apa,Z4ap,Z4apa,1820,,,,,
V2Rpap,V2Rpa,V2Rpap,1820,,,,,
hyp7,V2Rpa,V2Rpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Lpaa,V5Lpa,V5Lpaa,1820,,,,,
Z1paa,Z1pa,Z1paa,1820,,,,,
V3Rppp,V3Rpp,V3Rppp,1820,,,,,
hyp7,V3Rpa,V3Rpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Lppp,V5Lpp,V5Lppp,1820,,,,,
V3Rpap,V3Rpa,V3Rpap,1820,,,,,
V2Rppp,V2Rpp,V2Rppp,1820,,,,,
V3Lppp,V3Lpp,V3Lppp,1820,,,,,
hyp7,V2Lpp,V2Lppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z4aap,Z4aa,Z4aap,1820,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
V5Rpap,V5Rpa,V5Rpap,1820,,,,,
V4Rppp,V4Rpp,V4Rppp,1820,,,,,
hyp7,V4Rpp,V4Rppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Rpap,V4Rpa,V4Rpap,1820,,,,,
hyp7,V3Lpp,V3Lppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V4Rpa,V4Rpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Rppp,V5Rpp,V5Rppp,1820,,,,,
V5Rpaa,V5Rpa,V5Rpaa,1820,,,,,
hyp7,V3Lpa,V3Lpaa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V3Rpp,V3Rppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
V2Lppp,V2Lpp,V2Lppp,1820,,,,,
hyp7,V5Lpp,V5Lppa,1820,,hypoderm,Postembryonic large hypodermal syncytium.,,
TRapa,TRap,TRapa,1832,,,,,
TLapp,TLap,TLapp,1832,,,,,
TRapp,TRap,TRapp,1832,,,,,
TLapa,TLap,TLapa,1832,,,,,
hyp7,V6Rpa,V6Rpaa,1880,,hypoderm,Postembryonic large hypodermal syncytium.,,
V6Rppp,V6Rpp,V6Rppp,1880,,,,,
V6Rpap,V6Rpa,V6Rpap,1880,,,,,
hyp7,V6Rpp,V6Rppa,1880,,hypoderm,Postembryonic large hypodermal syncytium.,,
V6Lppp,V6Lpp,V6Lppp,1880,,,,,
V6Lpap,V6Lpa,V6Lpap,1880,,,,,
V5Rpaap,V5Rpaa,V5Rpaap,1880,,,,,
PDEL,V5Lpaa,V5Lpaaa,1880,,neuron,"Neuron, dopaminergic, postdeirid sensillum.",,
hyp7,V6Lpp,V6Lppa,1880,,hypoderm,Postembryonic large hypodermal syncytium.,,
PDER,V5Rpaa,V5Rpaaa,1880,,neuron,"Neuron, dopaminergic, postdeirid sensillum.",,
V5Lpaap,V5Lpaa,V5Lpaap,1880,,,,,
hyp7,V6Lpa,V6Lpaa,1880,,hypoderm,Postembryonic large hypodermal syncytium.,,
PDEshR,V5Rpap,V5Rpapp,1886,,sheath,"Sheath, postdeirid sensillum, contains dopamine.",,
PDEshL,V5Lpap,V5Lpapp,1886,,sheath,"Sheath, postdeirid sensillum, contains dopamine.",,
PDEsoL,V5Lpap,V5Lpapa,1886,,socket,"Socket, postderid sensillum, contains dopamine.",,
PDEsoR,V5Rpap,V5Rpapa,1886,,socket,"Socket, postderid sensillum, contains dopamine.",,
PVDL,V5Lpaap,V5Lpaapa,1940,,neuron,"Neuron, lateral process adjacent to excretory canal.",,
PVDR,V5Rpaap,V5Rpaapa,1940,,neuron,"Neuron, lateral process adjacent to excretory canal.",,
G2a,G2,G2a,1940,,,,,
exc socket,G2,G2p,1940,,excretory,"Excretory socket, links duct to hypodermis.",,
V5Rpaapp,V5Rpaap,V5Rpaapp,1940,2090,,,,
V5Lpaapp,V5Lpaap,V5Lpaapp,1940,2090,,,,
se,TLapp,TLappa,2000,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,TLapa,TLapaa,2000,,hypoderm,Postembryonic large hypodermal syncytium.,,
PVNL,TLapp,TLappp,2000,,neuron,"Interneuron, projects into nerve ring, has several branches, sens process into vulval region.",,
hyp7,TLapa,TLapap,2000,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,TRapa,TRapaa,2000,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,TRapa,TRapap,2000,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,TRapp,TRappa,2000,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
PVNR,TRapp,TRappp,2000,,neuron,"Interneuron, projects into nerve ring, has several branches, sens process into vulval region.",,
RMFL,G2a,G2al,2240,,neuron,Ring motoneuron/interneuron.,,
RMFR,G2a,G2ar,2240,,neuron,Ring motoneuron/interneuron.,,
V3Rpapp,V3Rpap,V3Rpapp,2300,,,,,
hyp7,V4Lppp,V4Lpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V3Lpapp,V3Lpap,V3Lpapp,2300,,,,,
V4Lpppp,V4Lppp,V4Lpppp,2300,,,,,
hyp7,V5Lppp,V5Lpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V3Lppp,V3Lpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V3Rpppp,V3Rppp,V3Rpppp,2300,,,,,
hyp7,V3Rppp,V3Rpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V5Rpppp,V5Rppp,V5Rpppp,2300,,,,,
V3Lpppp,V3Lppp,V3Lpppp,2300,,,,,
hyp7,H2Rpp,H2Rppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V5Rppp,V5Rpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,H2Lpp,H2Lppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Rpppp,V4Rppp,V4Rpppp,2300,,,,,
hyp7,V4Rppp,V4Rpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
H2Lppp,H2Lpp,H2Lppp,2300,,,,,
hyp7,V3Rpap,V3Rpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V4Lpap,V4Lpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V4Rpap,V4Rpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V4Rpapp,V4Rpap,V4Rpapp,2300,,,,,
V4Lpapp,V4Lpap,V4Lpapp,2300,,,,,
V5Lpppp,V5Lppp,V5Lpppp,2300,,,,,
H2Rppp,H2Rpp,H2Rppp,2300,,,,,
hyp7,V3Lpap,V3Lpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V1Lpap,V1Lpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Lpapp,V1Lpap,V1Lpapp,2300,,,,,
hyp7,V1Lppp,V1Lpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Lpppp,V1Lppp,V1Lpppp,2300,,,,,
hyp7,V1Rpap,V1Rpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Rpapp,V1Rpap,V1Rpapp,2300,,,,,
hyp7,V1Rppp,V1Rpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V1Rpppp,V1Rppp,V1Rpppp,2300,,,,,
hyp7,V2Lpap,V2Lpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V2Lpapp,V2Lpap,V2Lpapp,2300,,,,,
V2Lpppp,V2Lppp,V2Lpppp,2300,,,,,
hyp7,V2Lppp,V2Lpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V2Rpap,V2Rpapa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
V2Rpapp,V2Rpap,V2Rpapp,2300,,,,,
V2Rpppp,V2Rppp,V2Rpppp,2300,,,,,
hyp7,V2Rppp,V2Rpppa,2300,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V6Lppp,V6Lpppa,2330,,hypoderm,Postembryonic large hypodermal syncytium.,,
V6Lpapp,V6Lpap,V6Lpapp,2330,,,,,
hyp7,V6Lpap,V6Lpapa,2330,,hypoderm,Postembryonic large hypodermal syncytium.,,
V6Rpppp,V6Rppp,V6Rpppp,2330,,,,,
hyp7,V6Rppp,V6Rpppa,2330,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V6Rpap,V6Rpapa,2330,,hypoderm,Postembryonic large hypodermal syncytium.,,
V6Rpapp,V6Rpap,V6Rpapp,2330,,,,,
V6Lpppp,V6Lppp,V6Lpppp,2330,,,,,
hyp7,H1Rap,H1Rapa,2360,,hypoderm,Postembryonic large hypodermal syncytium.,,
